2023-03-15 19:03:53,053 INFO    MainThread:7942 [wandb_setup.py:_flush():76] Configure stats pid to 7942
2023-03-15 19:03:53,054 INFO    MainThread:7942 [wandb_setup.py:_flush():76] Loading settings from /Users/aneeshaparajit/.config/wandb/settings
2023-03-15 19:03:53,054 INFO    MainThread:7942 [wandb_setup.py:_flush():76] Loading settings from /Users/aneeshaparajit/Desktop/NASSCOM-TAIM/pix2pix_rnn/src/aqiai/notebooks/wandb/settings
2023-03-15 19:03:53,054 INFO    MainThread:7942 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-03-15 19:03:53,054 INFO    MainThread:7942 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-03-15 19:03:53,054 WARNING MainThread:7942 [wandb_setup.py:_flush():76] Could not find program at NASSCOM-TAIM/pix2pix_rnn/src/aqiai/notebooks/3f60be95-c887-451f-a2c2-0cc41c1d76a7
2023-03-15 19:03:53,054 INFO    MainThread:7942 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': None, 'program': 'NASSCOM-TAIM/pix2pix_rnn/src/aqiai/notebooks/3f60be95-c887-451f-a2c2-0cc41c1d76a7'}
2023-03-15 19:03:53,054 INFO    MainThread:7942 [wandb_init.py:_log_setup():506] Logging user logs to /Users/aneeshaparajit/Desktop/NASSCOM-TAIM/pix2pix_rnn/src/aqiai/notebooks/wandb/run-20230315_190353-jjyd02kb/logs/debug.log
2023-03-15 19:03:53,055 INFO    MainThread:7942 [wandb_init.py:_log_setup():507] Logging internal logs to /Users/aneeshaparajit/Desktop/NASSCOM-TAIM/pix2pix_rnn/src/aqiai/notebooks/wandb/run-20230315_190353-jjyd02kb/logs/debug-internal.log
2023-03-15 19:03:53,055 INFO    MainThread:7942 [wandb_init.py:_jupyter_setup():452] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x2afe44100>
2023-03-15 19:03:53,056 INFO    MainThread:7942 [wandb_init.py:init():546] calling init triggers
2023-03-15 19:03:53,056 INFO    MainThread:7942 [wandb_init.py:init():552] wandb.init called with sweep_config: {}
